REWARDS COMPUTED TO BLOCK: 18010891
address, credit_account_miner, early_community_member, early_liquidity_provider, early_credit_account_user, cider_participants, early_gear_lps, pool ddai, pool dusdc, pool dweth, pool dwbtc, pool dwsteth, pool dfrax, cm dai, cm usdc, cm weth, cm wbtc, cm wsteth, cm frax, total, claimed, to pay
0x7c9caecf76d1d74f6621ae641c4f30488ff27875, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xdadac68f07a1d73f388d2f50494397715409ee0c, 100000, 0, 0, 0, 5749, 534, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106319, 105749, 570
0x4558ef17b852c4c19b765c8880ab31d669e1e03f, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x3519f172f02d8f97074e0c75ac082d265d32424b, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x10cbfc85a07e1a9f838a7d0a730d67072765966c, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xf4cac91813f4533d8c35965be2323738a088d12a, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x5873d3875274753f6680a2256acb02f2e42be1a6, 100000, 0, 0, 0, 5749, 1335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107084, 100000, 7084
0x26352ef3a4930ac85846614ebcf43bbe50ab9950, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x01ab07010c2f4bf5971537669cc19d5d8cf320a0, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50, 100000, 0, 0, 0, 39465, 3851, 404814, 86508, 387231, 444037, 0, 0, 227464, 171492, 31672, 0, 0, 0, 1896534, 1896529, 5
0xed0c82a6309566abf5b8e21b8b68030eb4ac7cec, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x6726ecfe86296859992f86af72d7a29d1c4854c6, 100000, 0, 1881, 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102233, 102182, 51
0xafca8e2986d7f2df9e5bd06c7fde76988fbaf816, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x3b86df3a70a33e7fb7762788560bf994a4fd1b58, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x235482e5990068e98e9fc817809feb704046e51e, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb8c7d022cd06f5e77e568336fa3cc3b06433299f, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x037b22bd2ed3df1e5bb8fbf7faa2feac9dda22b0, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x4559d6b52b6a736684345b42d5e3ee8405991466, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x2c59900b9442b7a865f93219c04f553a0d7bd003, 100000, 0, 0, 0, 5749, 4028, 0, 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110133, 110133, 0
0x57b39105d5357aef8623b7ca7fbab27ea7bbcf1f, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x588a07fdb3ddaff7e32b7fe20828afab7d3387e7, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x0f045a0d77d24c326316e0315354e7df28b4ac50, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x2e56c6801a3b31224779b34a251a858c5c3dc206, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb7d954ce552b320b4998546e4d3e3c3b7d6de0c1, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xf4fcf85857afaceb3c324afbccad1130cce09611, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb978430c365422c670f33dcb3cbe08457a9933a2, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x280e2fae496eb309aefd4efd1e2f420d8c5fdc58, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb94fb3cc45c11b3e1dffbc12490537a78306f1fe, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xe96e7353fe78ab94d1b43417e21ebc5af985f41a, 100000, 20000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120000, 120000, 0
0xec1625f0be12b31d8edfdd165f7750ee4630a475, 100000, 50000, 0, 0, 10, 7, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 150194, 150187, 7
0x224f17bb6610c833c89b63754e6454a605df48b5, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x0c74e342a8b8c944adedeeb70ac822d622d55730, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xcada38b3d2e3d8714e783ae8c420b4024817e3e8, 100000, 0, 0, 0, 10886, 7627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118513, 118513, 0
0x7e86d59a71189cce55f692b14ef4bed389ab2712, 100000, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100206, 100000, 206
0xfa1a866cc0c10759c660209ed28afc6dd42a4c4e, 100000, 50000, 0, 0, 8624, 801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159425, 158624, 801
0x69ce349de7af51c003b481fb26132fd85162ab50, 100000, 0, 0, 0, 5749, 534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106283, 106283, 0
0x190099bd4452653e5a38fb2fe42fb15710e7b324, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x55ae7f2778a4e48a007a54feeba140b1d4f2b290, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x5674156cf9a9de2d2de13e3f3e681352b663fdca, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xa8c6f6e2dfbdededd157a5363d38d7d074d83985, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xf745ab5ddd4e6edce23e230b29b79f628856dfad, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x546b4a7a30b3193badf70e1d43d8142928f3db0b, 100000, 0, 0, 0, 5749, 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106290, 100000, 6290
0x7a7676c0716a9ef45ff065f21e742b6c081c7b6e, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x0dd3e554c9ca47cb3a7b5935a9743de812dfc010, 100000, 0, 0, 0, 0, 0, 0, 0, 6138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106138, 100000, 6138
0x07cff6218249a2351a174bdc1e5b1632e8e4e673, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x12897bcabbdb34a9761562c59eab49b22b59e8b7, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xebe986802f7858e1919451c6ff893e294f31ce54, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xeb63ee9c8be4c1d14c6d352fad5ca8f933be7af8, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x97cbc06317424f17efb419c5b27843f7c070153b, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xcc2684f8f3b5b7e75f593ba1e666ad77d8a99c6c, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x3c9002cdb61c56b89467d94a2d93235dfd698089, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e, 100000, 0, 0, 0, 2874, 2013, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105214, 100000, 5214
0x4335793db316340f9fa92cd69e903452a4590006, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x0114347b343c2a1b2f9207d7fe3f6fd606f627c7, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x4dae4864681dea2c5b8cf9b29a9ef55b28e29fc0, 100000, 0, 0, 0, 5749, 542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106291, 100000, 6291
0x090e1fdc0cb866317751f0621884a203a8d797aa, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb8a9f91b4730ca612e1a38602100c39eb425c062, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x85d81ab61fe16cdcaef2ca556ed4577a51b9b07c, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xd036d0c465d8361f7f778cc9a958c1f4ad741615, 100000, 20000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120000, 120000, 0
0xf96e5ac5735fbc9495b5d7894a7c74946223c80c, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xf10806c57b21f89a60ac5b743532fd3d4efce18a, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x92a2819bbfc94d992368a4087ecbb71842f9003a, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x3336581a28870d343e085beae4cec23f47838899, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x9883c9925aca25ad93907616dcbe4900869a9dd6, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xcaf1a0e288965a7a64303a49d2a10e22414fa264, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x3e796a12fba207669159e56890e815f1bbe678e2, 100000, 0, 0, 0, 5749, 540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106289, 105749, 540
0xb7587737c30004d146b86d9808ebea32209dff50, 100000, 0, 0, 0, 0, 0, 0, 996, 0, 0, 0, 1279, 0, 0, 0, 0, 0, 0, 102275, 100000, 2275
0x11111d16485aa71d2f2bffbd294dcacbae79c1d4, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x014607f2d6477badd9d74bf2c5d6356e29a9b957, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xe73aca4d589dfb108f8d806f4b1f94ba47e5e7d3, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x14730014eea880f2d52ac0b67442c485242d9b9c, 100000, 0, 0, 4149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104149, 100000, 4149
0x71b5845648810a261ce51f6e31067c02567c3a06, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x5f10c99a1b02ea56cc701a234b2efd6f39b087fa, 100000, 0, 0, 0, 5749, 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106290, 105749, 541
0xa5437c9d2f62f79ae22b1dbd0a735feec7cef6a7, 100000, 20000, 0, 0, 0, 0, 6132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126132, 126132, 0
0x048ad0a6d74bade422ae4080f17fc311d3aaec83, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xfa449503dc956c0f008903fe00cc30f50e07e745, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x42c416efefc6468c58e8fd9871dadf90e002ecf8, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xa323cd1dd1eb7139d69b82784e8c41c7622c816a, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x658c7e40fb5426708e21eddc4e2775390eeb42c0, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x4f11ced5b4f907e48f5fa8e05e56d1a5d72acd65, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb5cf6c54887e03716d1c6ebdb0e9f49d0c3bed6a, 100000, 0, 0, 0, 0, 0, 0, 42530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142530, 100000, 42530
0x02c0d734efda6a689375933d8eecc89ed94687a2, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xe686c86a2cf340a96e087ed70e28a72025112bb4, 100000, 0, 9378, 352, 0, 0, 0, 0, 2714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112444, 112384, 60
0x243706e13823949dca2283ce5607f618d9d17c31, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x795fe6f884eb7599abfa814aea3cb8d0b3cc47c2, 100000, 0, 87704, 0, 0, 0, 0, 0, 8846, 3452, 0, 0, 0, 0, 0, 0, 0, 0, 200002, 197693, 2309
0x9768339588dd531096222a99c4d258d646b76a80, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x449bbcb3cbaad1e7b5a1f2988c1bc1c0577c360d, 100000, 0, 0, 0, 5749, 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106284, 105749, 535
0xc4dbd27a2b84f6a6f2e3e914d35e7b6118ec7d8d, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xc9443b19a151610cec2bae2f20657b9913525b64, 100000, 0, 0, 0, 5749, 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106290, 105749, 541
0xa50d919b84618b954f736c8c9d552d6c6dcd5c0a, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x5fe7aa0a278fcc17700de800544e6806e396ffc4, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x231c4d82c3e24a8e55027efccd395e6b339828fd, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb2c3dcb29b5c6199cbd4610fddbfbba8d486b33e, 100000, 0, 0, 0, 5749, 540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106289, 105749, 540
0x103b73cabfbd85c5461b532267401998a27f5b3b, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x37eb51c26efaab36233fd3869a0184ee696550d2, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x4e880933aaa461a5fbd0d499f1e142d78f77c8ea, 100000, 0, 0, 0, 19261, 6450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125711, 125711, 0
0x68a07be57cd056ee3512f2b9ee70a667203d7d14, 100000, 0, 0, 0, 5749, 567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106316, 106316, 0
0x634775efe2d77ff787fa843a57e752b9bd515f41, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x9d3f29aef12fb691cf5f1341eea31843dafff823, 100000, 0, 0, 0, 2874, 1284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104158, 100000, 4158
0xa58c5c1d9589d859ab5481bea3b39a93079a1a57, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x9e7be06af4456602d9ec0aa8712be0dc28ec4955, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x32cbd4cb8147ae61401626caebcf193166ca057f, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x93d020b0c5158939274235ee9e670edb9612726e, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xb284108f278e13f46f3de138e28ff91fc5a51551, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x44d8b051f012c91b819b5e28516853941412050b, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x1e39cc29009ed4760c186d8771295c1e224882d4, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x70d3b3cee3ac5b2f701cb0b2275db7a3a5241433, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x700ce029b0f9d89491321199908e6a46c38e8e9a, 100000, 20000, 0, 0, 6899, 1714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128613, 126899, 1714
0x04d9df20ef4b5fd8f39e10c4c99c7881d5a6b8a7, 100000, 0, 0, 0, 5749, 538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106287, 105749, 538
0x527e95763d90dd6b3636f0416a5339fd075926d5, 100000, 0, 0, 0, 5749, 959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106708, 105749, 959
0x65c13724928ea0afa68e09c7b70449bb8f6f3fc8, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xa11f83cbb07fd0327415bd424b986132e009f643, 100000, 0, 0, 0, 0, 18317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118317, 118317, 0
0x15cdf4e02055c44231fd6d8dafd487b192697421, 100000, 30000, 0, 0, 7474, 2031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139505, 137474, 2031
0x01b4fae0b350af95d1bd8fb1341d9dce1a87a453, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x21b98f5698fd33d9cb58f6ab8d5ec58e803fcba2, 100000, 0, 0, 1011, 0, 0, 0, 0, 28233, 0, 3981, 0, 0, 0, 0, 0, 0, 0, 133225, 133225, 0
0x49da15866c5002af94ed2d73fb51343dea21beb0, 100000, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100172, 100000, 172
0x33ff74323df522e44c519b4a9d305a7639f7cf4f, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xf5fb27b912d987b5b6e02a1b1be0c1f0740e2c6f, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x244291d3f74380d7cd10b861622aff1216fc2697, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x6d9023a7bc45f638f86bcfedbe7a47904e7d05a3, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x6cfe9755269786f6681518c00bd22801f98f9e57, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xed24226381f5144562f0f50c69b7abbaf5a2f093, 100000, 0, 0, 0, 5749, 4028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109777, 100000, 9777
0xd72708e95577f80056fd6a44ec30d644b5a86486, 100000, 20000, 0, 0, 6899, 4834, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131733, 131733, 0
0xb46ae97180cb65b7589d58a258b26917ffccc688, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x16c340a37ac83b54ab541a1e456006ab5bab37b5, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xf4844a06d4f995c4c03195afcb5aa59dcbb5b4fc, 100000, 0, 0, 0, 0, 0, 634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100634, 100000, 634
0x000000aaee6a496aaf7b7452518781786313400f, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x6439abb662e3e5f0eb95dcd25a576a722383d8d2, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xd2acb1bbd0c696051e1c55cf0d561b40a8509c19, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x21639a426a07498c4e7157ba909f92da2d57ce87, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x4ec5ac80991913b88035d6a0002e76c1418bf356, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xaa064ea8ece949082316c7028a26535b12302487, 100000, 0, 230, 0, 4159, 457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104846, 104846, 0
0x7bccbf9f637222aa6e4c1bef30d06663d6082047, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x639ade8805c0081ea5da9495bb50751003e827cc, 100000, 0, 0, 12480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1181, 0, 0, 0, 0, 113661, 100000, 13661
0x0100e4f2a841e773564c333f889ab6d6bd5fcb22, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x4a12e5733295e623c8e8c7aff647586334663013, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x559722ccddddbecee0bfaf7bc6383500cfcf94cd, 100000, 30000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130000, 130000, 0
0x798349e06c67272465123b91bd88c5d19b8c7878, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x2f9021771ede6a07324ae62cb4864105691248fb, 100000, 0, 0, 0, 5749, 1341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107090, 107090, 0
0x4d7f4c42e204901366f0dd83a4cf1629c70c1de7, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xbd0ec71b9ada90ac6c1428cafd45fe2fca367665, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0x1c277bd41a276f87d3e92bccd50c7364aa2ffc69, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
0xbd8888106f81b838045c108ff189f5b059995001, 100000, 0, 0, 0, 5749, 1439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107188, 100000, 7188
0x2710c20b6021c21608da86ac1e94be679f185766, 100000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000, 100000, 0
